label	body_text	body_text_nostop
ham	COME BACK TO TAMPA FFFFUUUUUUU	['come', 'back', 'tampa', 'ffffuuuuuuu']
ham	2 celebrate my bday, y else?	['2', 'celebrate', 'b', 'day', 'else']
ham	Merry christmas to u too annie!	['merry', 'christmas', 'u', 'annie']
ham	Please tell me you have some of that special stock you were talking about	['please', 'tell', 'special', 'stock', 'talking']
ham	I sent them. Do you like?	['sent', 'like']
spam	Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ	['urgent', 'ur', 'awarded', 'complimentary', 'trip', 'eurodisinc', 'trav', 'acoentry41', '1000', 'claim', 'txt', 'dis', '87121', '186', '150morefrmmob', 'shracomorsglsuplt10', 'ls1', '3aj']
ham	Awesome, be there in a minute	['awesome', 'minute']
ham	"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."	['problem', 'walk', 'around', 'julianaland', 'oblivious', 'going', 'around', 'say', 'things', 'constantly', 'go', 'one', 'ear', 'go', 'whatever', 'want', 'dont', 'know', 'im', 'upsetits', 'dont', 'listen', 'tell', 'going', 'upset', 'want', 'surprised', 'im', 'mad']
ham	I've told you everything will stop. Just dont let her get dehydrated.	['ive', 'told', 'everything', 'stop', 'dont', 'let', 'get', 'dehydrated']
ham	Or I guess  &lt;#&gt;  min	['guess', 'ltgt', 'min']
ham	I'm home. Ard wat time will u reach?	['im', 'home', 'ard', 'wat', 'time', 'u', 'reach']
ham	"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"	['storming', 'msg', 'wen', 'u', 'lift', 'phne', 'u', 'say', 'hello', 'u', 'knw', 'wt', 'real', 'meaning', 'hello', 'name', 'girl', 'yes', 'u', 'knw', 'dat', 'girl', 'margaret', 'hello', 'girlfrnd', 'f', 'grahmbell', 'invnted', 'telphone', 'moralone', '4get', 'name', 'person', 'bt', 'girlfrnd', 'g', 'n', 'g', 'h', '']
ham	"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is"	['want', 'mapquest', 'something', 'look', 'usf', 'dogwood', 'drive', 'thats', 'tiny', 'street', 'parking', 'lot']
ham	Aight should I just plan to come up later tonight?	['aight', 'plan', 'come', 'later', 'tonight']
ham	Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...	['die', 'accidentally', 'deleted', 'e', 'msg', 'suppose', '2', 'put', 'e', 'sim', 'archive', 'haiz', 'sad']
spam	"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123"	['welcome', 'ukmobiledate', 'msg', 'free', 'giving', 'free', 'calling', '08719839835', 'future', 'mgs', 'billed', '150p', 'daily', 'cancel', 'send', 'go', 'stop', '89123']
ham	This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.	['wishing', 'great', 'day', 'moji', 'told', 'offer', 'always', 'speechless', 'offer', 'easily', 'go', 'great', 'lengths', 'behalf', 'stunning', 'exam', 'next', 'friday', 'keep', 'touch', 'sorry']
ham	Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.	['thanks', 'reply', 'today', 'ur', 'visa', 'coming', 'r', 'u', 'still', 'buying', 'gucci', 'bags', 'sister', 'things', 'easy', 'uncle', 'john', 'also', 'bills', 'really', 'need', 'think', 'make', 'money', 'later', 'sha']
ham	Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?	['sorry', 'flaked', 'last', 'night', 'shits', 'seriously', 'goin', 'roommate', 'tonight']
ham	He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.	['said', 'look', 'pretty', 'wif', 'long', 'hair', 'wat', 'thk', 'hes', 'cutting', 'quite', 'short', '4', 'leh']
ham	Ranjith cal drpd Deeraj and deepak 5min hold	['ranjith', 'cal', 'drpd', 'deeraj', 'deepak', '5min', 'hold']
ham	CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X	['cheers', 'callin', 'babesozi', 'culdnt', 'talkbut', 'wannatell', 'u', 'details', 'later', 'wenwecan', 'chat', 'properly', 'x']
ham	Hey u still at the gym?	['hey', 'u', 'still', 'gym']
ham	She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,	['said', 'u', 'mind', 'go', 'bedroom', 'minute', 'ok', 'sed', 'sexy', 'mood', 'came', '5', 'minuts', 'latr', 'wid', 'caken', 'wife']
ham	Much better now thanks lol	['much', 'better', 'thanks', 'lol']
ham	Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.	['nothing', 'smsing', 'u', 'n', 'xy', 'lor', 'sorry', 'lor', 'da', 'guys', 'neva', 'c', 'u', 'person', 'sort', 'know', 'u', 'lor', 'u', 'wan', '2', 'meet', 'xy', 'ask', '2', 'bring', 'u', 'along', '4', 'next', 'meeting']
ham	Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester	['lemme', 'know', 'swing', 'pick', 'im', 'free', 'basically', 'time', '1', 'semester']
ham	Wa... U so efficient... Gee... Thanx...	['wa', 'u', 'efficient', 'gee', 'thanx']
spam	3. You have received your mobile content. Enjoy	['3', 'received', 'mobile', 'content', 'enjoy']
ham	S but not able to sleep.	['able', 'sleep']
spam	Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min	['want', 'explicit', 'sex', '30', 'secs', 'ring', '02073162414', 'costs', '20pmin']
ham	We will meet soon princess! Ttyl!	['meet', 'soon', 'princess', 'ttyl']
ham	I'll pick you up at about 5.15pm to go to taunton if you still want to come.	['ill', 'pick', '515pm', 'go', 'taunton', 'still', 'want', 'come']
ham	Oh :-)only 4 outside players allowed to play know	['oh', '4', 'outside', 'players', 'allowed', 'play', 'know']
ham	I anything lor.	['anything', 'lor']
ham	Erutupalam thandiyachu	['erutupalam', 'thandiyachu']
ham	Y cant u try new invention to fly..i'm not joking.,	['cant', 'u', 'try', 'new', 'invention', 'flyim', 'joking']
ham	No..its ful of song lyrics..	['noits', 'ful', 'song', 'lyrics']
ham	What do u reckon as need 2 arrange transport if u can't do it, thanks	['u', 'reckon', 'need', '2', 'arrange', 'transport', 'u', 'cant', 'thanks']
ham	True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.	['true', 'lov', 'n', 'care', 'wil', 'nevr', 'go', 'unrecognized', 'though', 'somone', 'often', 'makes', 'mistakes', 'valuing', 'definitly', 'undrstnd', 'start', 'missing']
ham	Shopping? Eh ger i toking abt syd leh...Haha	['shopping', 'eh', 'ger', 'toking', 'abt', 'syd', 'lehhaha']
ham	What not under standing.	['standing']
ham	have * good weekend.	['good', 'weekend']
ham	Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.	['miss', 'call', 'miss', 'call', 'khelate', 'kintu', 'opponenter', 'miss', 'call', 'dhorte', 'lage', 'thats', 'rule', 'one', 'great', 'phone', 'receiving', 'quality', 'wins']
ham	Call me when you get the chance plz &lt;3	['call', 'get', 'chance', 'plz', 'lt3']
ham	The new deus ex game comin early next yr	['new', 'deus', 'ex', 'game', 'comin', 'early', 'next', 'yr']
ham	My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7	['computer', 'fried', 'essential', 'part', 'dont', 'keep', 'spares', 'fucking', 'idiot', 'roommates', 'looovvve', 'leaving', 'thing', 'running', 'full', 'ltgt', '7']
ham	My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!	['friend', 'shes', 'studying', 'warwick', 'weve', 'planned', 'go', 'shopping', 'concert', 'tmw', 'may', 'canceled', 'havnt', 'seen', 'ages', 'yeah', 'get', 'together', 'sometime']
ham	Probably a couple hours tops	['probably', 'couple', 'hours', 'tops']
ham	LOL .. *grins* .. I'm not babe, but thanks for thinking of me!	['lol', 'grins', 'im', 'babe', 'thanks', 'thinking']
ham	Man this bus is so so so slow. I think you're gonna get there before me	['man', 'bus', 'slow', 'think', 'youre', 'gonna', 'get']
ham	Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.	['hope', 'text', 'meets', 'smiling', 'let', 'text', 'give', 'reason', 'smile', 'beautiful', 'day']
ham	In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade	['case', 'wake', 'wondering', 'forgot', 'take', 'care', 'something', 'grandma', 'today', 'done', 'parade']
ham	Ok	['ok']
spam	Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+	['latest', 'nokia', 'mobile', 'ipod', 'mp3', 'player', '400', 'proze', 'guaranteed', 'reply', 'win', '83355', 'norcorp', 'ltd', '150mtmsgrcvd18']
spam	SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE	['sms', 'services', 'inclusive', 'text', 'credits', 'pls', 'goto', 'wwwcomuknet', 'login', '3qxj9', 'unsubscribe', 'stop', 'extra', 'charge', 'help', '08702840625comuk', '220cm2', '9ae']
ham	Nvm take ur time.	['nvm', 'take', 'ur', 'time']
ham	So wat's da decision?	['wats', 'da', 'decision']
ham	Wot is u up 2 then bitch?	['wot', 'u', '2', 'bitch']
ham	Stupid.its not possible	['stupidits', 'possible']
ham	She told to hr that he want posting in chennai:)because i'm working here:)	['told', 'hr', 'want', 'posting', 'chennaibecause', 'im', 'working']
spam	Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a	['mobile', 'club', 'choose', 'top', 'quality', 'items', 'mobile', '7cfca1a']
ham	When are you guys leaving?	['guys', 'leaving']
ham	He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?	['neva', 'grumble', 'sad', 'lor', 'hee', 'buy', 'tmr', 'lor', 'aft', 'lunch', 'still', 'meetin', '4', 'lunch', 'tmr', 'neva', 'hear', 'fr', 'lei', 'ü', 'got', 'lot', 'work', 'ar']
ham	Not able to do anything.	['able', 'anything']
ham	Ü takin linear algebra today?	['ü', 'takin', 'linear', 'algebra', 'today']
ham	This weekend is fine (an excuse not to do too much decorating)	['weekend', 'fine', 'excuse', 'much', 'decorating']
ham	Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*	['sorry', 'missed', 'babe', 'late', 'slept', 'hope', 'enjoy', 'driving', 'lesson', 'boytoy', 'miss', 'teasing', 'kiss']
ham	Now project pa. After that only i can come.	['project', 'pa', 'come']
spam	Money i have won wining number 946 wot do i do next	['money', 'wining', 'number', '946', 'wot', 'next']
ham	Sure, whenever you show the fuck up &gt;:(	['sure', 'whenever', 'show', 'fuck', 'gt']
ham	That was random saw my old roomate on campus. He graduated	['random', 'saw', 'old', 'roomate', 'campus', 'graduated']
spam	Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm	['congrats', '2', 'mobile', '3g', 'videophones', 'r', 'call', '09061744553', 'videochat', 'wid', 'ur', 'mates', 'play', 'java', 'games', 'dload', 'polyh', 'music', 'noline', 'rentl', 'bx420', 'ip4', '5we', '150pm']
ham	Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....	['men', 'always', 'needs', 'beautiful', 'intelligent', 'caring', 'loving', 'adjustable', 'cooperative', 'wife', 'law', 'allows', 'one', 'wife']
ham	That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?	['sucks', 'got', 'planned', 'yo', 'valentine', 'yo', 'valentine', 'arent']
ham	Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho	['got', 'part', 'nottingham', '3', 'hrs', '63miles', 'good', 'thing', 'love', 'man', 'much', '40mph', 'hey', 'ho']
ham	What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not	['think', 'one', 'saying', 'clearly', 'ok', 'leave', 'need', 'ask', 'go', 'come']
ham	Hi good mornin.. Thanku wish u d same..	['hi', 'good', 'mornin', 'thanku', 'wish', 'u']
ham	DO U WANT 2 MEET UP 2MORRO	['u', 'want', '2', 'meet', '2morro']
ham	Actually I decided I was too hungry so I haven't left yet :V	['actually', 'decided', 'hungry', 'havent', 'left', 'yet', 'v']
ham	I've sent ü my part..	['ive', 'sent', 'ü', 'part']
ham	Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.	['cos', 'shopping', 'wif', 'darren', 'jus', 'n', 'called', '2', 'ask', 'wat', 'present', 'wan', 'lor', 'started', 'guessing', 'wif', 'n', 'finally', 'guessed', 'darren', 'lor']
spam	I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )	['want', 'cock', 'hubbys', 'away', 'need', 'real', 'man', '2', 'satisfy', 'txt', 'wife', '89938', 'strings', 'action', 'txt', 'stop', '2', 'end', 'txt', 'rec', '150ea', 'otbox', '731', 'la1', '7ws', '']
ham	Understand. his loss is my gain :) so do you work? School?	['understand', 'loss', 'gain', 'work', 'school']
ham	HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx	['u', 'missed', 'u', 'havent', '2', 'much', 'bit', 'bored', 'holiday', 'want', '2', 'go', 'bak', '2', 'college', 'sad', 'isnt', 'itxx']
ham	Hiya, probably coming home * weekend after next	['hiya', 'probably', 'coming', 'home', 'weekend', 'next']
ham	Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.	['dont', 'forget', 'though', 'love', 'walk', 'beside', 'watching', 'keeping', 'heart', 'warm']
ham	I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.	['wish', 'things', 'different', 'wonder', 'able', 'show', 'much', 'value', 'pls', 'continue', 'brisk', 'walks', 'drugs', 'without', 'askin', 'please', 'find', 'things', 'laugh', 'love', 'dearly']
ham	Ok both our days. So what are you making for dinner tonite? Am I invited?	['ok', 'days', 'making', 'dinner', 'tonite', 'invited']
spam	Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070	['gr8', 'new', 'service', 'live', 'sex', 'video', 'chat', 'mob', 'see', 'sexiest', 'dirtiest', 'girls', 'live', 'ur', 'phone', '4', 'details', 'text', 'horny', '89070', 'cancel', 'send', 'stop', '89070']
ham	I have no money 4 steve mate! !	['money', '4', 'steve', 'mate', '']
ham	IM LATE TELLMISS IM ON MY WAY	['im', 'late', 'tellmiss', 'im', 'way']
ham	Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:	['never', 'blame', 'day', 'ur', 'life', 'good', 'days', 'give', 'u', 'happiness', 'bad', 'days', 'give', 'u', 'experience', 'essential', 'life', 'gods', 'blessings', 'good', 'morning']
ham	Normally i use to drink more water daily:)	['normally', 'use', 'drink', 'water', 'daily']
ham	Dare i ask... Any luck with sorting out the car?	['dare', 'ask', 'luck', 'sorting', 'car']
ham	Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more	['partys', 'place', 'usf', 'charge', 'contribute', 'way', 'greatly', 'appreciated', 'yeah', 'got', 'room', 'one']
ham	Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).	['urgh', 'coach', 'hot', 'smells', 'chip', 'fat', 'thanks', 'especially', 'duvet', 'predictive', 'text', 'word']
ham	Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?	['hiya', 'last', 'night', 'ive', 'naughty', 'bought', 'clothes', 'little', 'ready', 'shopping', 'tho', 'kind', 'time', 'wanna', 'meet']
spam	FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv	['freemsg', 'hi', 'baby', 'wow', 'got', 'new', 'cam', 'moby', 'wanna', 'c', 'hot', 'pic', 'fancy', 'chatim', 'w8in', '4utxt', 'rply', 'chat', '82242', 'hlp', '08712317606', 'msg150p', '2rcv']
ham	I've been trying to reach him without success	['ive', 'trying', 'reach', 'without', 'success']
ham	when you and derek done with class?	['derek', 'done', 'class']
ham	Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...	['never', 'lei', 'v', 'lazy', 'got', 'wat', 'dat', 'day', 'ü', 'send', 'da', 'url', 'cant', 'work', 'one']
ham	Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL	['never', 'try', 'alone', 'take', 'weight', 'tear', 'comes', 'ur', 'heart', 'falls', 'ur', 'eyes', 'always', 'remember', 'stupid', 'friend', 'share', 'bslvyl']
ham	Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. 	['hey', 'mate', 'spoke', 'mag', 'people', 'deliver', 'end', 'month', 'deliver', '24th', 'sept', 'talk', 'later', '']
ham	Hope you are having a good week. Just checking in	['hope', 'good', 'week', 'checking']
ham	Haha, my friend tyler literally just asked if you could get him a dubsack	['haha', 'friend', 'tyler', 'literally', 'asked', 'could', 'get', 'dubsack']
ham	Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x	['hey', 'u', 'fancy', 'meetin', '4', 'cha', 'hav', 'lil', 'beverage', 'txt', 'ring', 'meet', 'l8r', 'quite', 'tired', 'got', '3', 'vpist', 'love', 'pete', 'x', 'x', 'x']
ham	Great. Have a safe trip. Dont panic surrender all.	['great', 'safe', 'trip', 'dont', 'panic', 'surrender']
ham	"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"	['symptoms', 'u', 'love', '1u', 'like', 'listening', 'songs', '2u', 'get', 'stopped', 'u', 'see', 'name', 'beloved', '3u', 'wont', 'get', 'angry']
ham	Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  	['sun', 'ah', 'thk', 'mayb', 'dun', 'anythin', 'thk', 'book', 'e', 'lesson', 'e', 'pilates', 'orchard', 'mrt', 'u', 'noe', 'hor', '']
ham	Try to do something dear. You read something for exams	['try', 'something', 'dear', 'read', 'something', 'exams']
ham	"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"	['7', 'wonders', 'world', '7th', '6th', 'ur', 'style', '5th', 'ur', 'smile', '4th', 'ur', 'personality', '3rd', 'ur', 'nature', '2nd', 'ur', 'sms', '1st', 'ur', 'lovely', 'friendship', 'good', 'morning', 'dear']
ham	Gettin rdy to ship comp	['gettin', 'rdy', 'ship', 'comp']
ham	I am in hospital da. . I will return home in evening	['hospital', 'da', 'return', 'home', 'evening']
ham	PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)	['piss', 'talking', 'someone', 'realise', 'u', 'point', 'itnow', 'read', 'backwards']
ham	Think + da. You wil do.	['think', 'da', 'wil']
ham	I'm awake oh. What's up.	['im', 'awake', 'oh', 'whats']
ham	Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe	['good', 'afternoon', 'boytoy', 'goes', 'walking', 'day', 'get', 'police', 'abstract', 'still', 'wake', 'miss', 'babe']
ham	How much u trying to get?	['much', 'u', 'trying', 'get']
ham	Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time	['come', 'around', 'ltdecimalgt', 'pm', 'vikkyim', 'otside', 'nw', 'il', 'come', 'tht', 'time']
ham	Tell me again what your address is	['tell', 'address']
ham	Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)	['honeybee', 'said', 'im', 'sweetest', 'world', 'god', 'laughed', 'amp', 'said', 'waitu', 'havnt', 'met', 'person', 'reading', 'msg', 'moral', 'even', 'god', 'crack', 'jokes', 'gmgngegn']
ham	Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?	['buy', 'blackberry', 'bold', '2', 'torch', 'buy', 'new', 'used', 'let', 'know', 'plus', 'saying', 'buy', 'ltgt', 'g', 'wifi', 'ipad', 'saying', 'ltgt', 'g']
ham	But you were together so you should be thinkin about him	['together', 'thinkin']
ham	hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.	['hiya', 'hows', 'going', 'sunny', 'africa', 'hope', 'u', 'r', 'avin', 'good', 'time', 'give', 'big', 'old', 'silver', 'back', 'big', 'kiss']
ham	At WHAT TIME should i come tomorrow	['time', 'come', 'tomorrow']
spam	Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd	['wanna', 'laugh', 'try', 'chitchat', 'mobile', 'logon', 'txting', 'word', 'chat', 'send', '8883', 'cm', 'po', 'box', '4217', 'london', 'w1a', '6zf', '16', '118pmsg', 'rcvd']
ham	CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE 	['cha', 'quiteamuzing', 'scool', 'babeprobpop', 'cu', 'satthen', 'hunny', '4brekkie', 'love', 'jen', 'xxx', 'psxtra', 'lrg', 'portions', '4', 'please', '']
ham	Omg how did u know what I ate?	['omg', 'u', 'know', 'ate']
spam	URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50	['urgent', '2nd', 'attempt', 'contact', 'uu', '1000call', '09071512432', 'b4', '300603tcsbcm4235wc1n3xxcallcost150ppmmobilesvary', 'max', '7', '50']
ham	:( but your not here....	['']
ham	Not directly behind... Abt 4 rows behind ü...	['directly', 'behind', 'abt', '4', 'rows', 'behind', 'ü']
spam	Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066	['congratulations', 'ur', 'awarded', '500', 'cd', 'vouchers', '125gift', 'guaranteed', 'free', 'entry', '2', '100', 'wkly', 'draw', 'txt', 'music', '87066']
spam	Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records	['contract', 'mobile', '11', 'mnths', 'latest', 'motorola', 'nokia', 'etc', 'free', 'double', 'mins', 'text', 'orange', 'tariffs', 'text', 'yes', 'callback', 'remove', 'records']
spam	Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+	['urgent', 'call', '09066350750', 'landline', 'complimentary', '4', 'ibiza', 'holiday', '10000', 'cash', 'await', 'collection', 'sae', 'tcs', 'po', 'box', '434', 'sk3', '8wp', '150', 'ppm', '18']
ham	No plans yet. What are you doing ?	['plans', 'yet', '']
ham	Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.	['hi', 'engagement', 'fixd', 'ltgt', 'th', 'next', 'month', 'know', 'really', 'shocking', 'bthmm', 'njan', 'vilikkamt', 'ws', 'al', 'sudn']
ham	Not course. Only maths one day one chapter with in one month we can finish.	['course', 'maths', 'one', 'day', 'one', 'chapter', 'one', 'month', 'finish']
ham	Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)	['wow', 'didnt', 'think', 'common', 'take', 'back', 'ur', 'freak', 'unless', 'u', 'chop']
spam	For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk	['ur', 'chance', 'win', '250', 'wkly', 'shopping', 'spree', 'txt', 'shop', '80878', 'tscs', 'wwwtxt2shopcom', 'custcare', '08715705022', '1x150pwk']
ham	Noooooooo please. Last thing I need is stress. For once in your life be fair.	['noooooooo', 'please', 'last', 'thing', 'need', 'stress', 'life', 'fair']
spam	U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm	['u', 'secret', 'admirer', 'looking', '2', 'make', 'contact', 'ufind', 'rreveal', 'thinks', 'ur', 'specialcall', '09065171142stopsms08718727870150ppm']
spam	Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876	['mila', 'age23', 'blonde', 'new', 'uk', 'look', 'sex', 'uk', 'guys', 'u', 'like', 'fun', 'text', 'mtalk', '6986618', '30pptxt', '1st', '5free', '150', 'increments', 'help08718728876']
ham	I'll see if I can swing by in a bit, got some things to take care of here firsg	['ill', 'see', 'swing', 'bit', 'got', 'things', 'take', 'care', 'firsg']
ham	I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)	['wanted', 'wish', 'happy', 'new', 'year', 'wanted', 'talk', 'legal', 'advice', 'gary', 'split', 'person', 'ill', 'make', 'trip', 'ptbo', 'hope', 'everything', 'good', 'babe', 'love', 'ya', '']
ham	Have you not finished work yet or something?	['finished', 'work', 'yet', 'something']
ham	Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow	['tomorrow', 'going', 'theatre', 'come', 'wherever', 'u', 'call', 'tell', 'come', 'tomorrow']
spam	Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50	['well', 'done', 'england', 'get', 'official', 'poly', 'ringtone', 'colour', 'flag', 'yer', 'mobile', 'text', 'tone', 'flag', '84199', 'optout', 'txt', 'eng', 'stop', 'box39822', 'w111wx', '150']
ham	Right it wasnt you who phoned it was someone with a number like yours!	['right', 'wasnt', 'phoned', 'someone', 'number', 'like']
ham	It's ok i wun b angry. Msg u aft i come home tonight.	['ok', 'wun', 'b', 'angry', 'msg', 'u', 'aft', 'come', 'home', 'tonight']
